timestamp,product_id,demand,supply,location
2023-01-08 00:00:00,9,17,22,Factory
2023-01-08 01:00:00,37,24,18,Warehouse
2023-01-08 02:00:00,42,23,24,Store
2023-01-08 03:00:00,22,32,21,Store
2023-01-08 04:00:00,38,27,32,Factory
2023-01-08 05:00:00,85,22,18,Store
2023-01-08 06:00:00,80,15,24,Factory
2023-01-08 07:00:00,3,16,27,Factory
2023-01-08 08:00:00,78,18,29,Factory
2023-01-08 09:00:00,88,23,21,Store
2023-01-08 10:00:00,32,14,21,Warehouse
2023-01-08 11:00:00,50,21,21,Store
2023-01-08 12:00:00,7,20,20,Store
2023-01-08 13:00:00,99,19,23,Store
2023-01-08 14:00:00,55,20,16,Warehouse
2023-01-08 15:00:00,2,22,24,Factory
2023-01-08 16:00:00,12,19,25,Store
2023-01-08 17:00:00,97,15,14,Warehouse
2023-01-08 18:00:00,87,15,24,Warehouse
2023-01-08 19:00:00,97,13,25,Store
2023-01-08 20:00:00,75,20,21,Warehouse
2023-01-08 21:00:00,1,17,26,Factory
2023-01-08 22:00:00,94,27,16,Warehouse
2023-01-08 23:00:00,54,22,18,Factory
2023-01-09 00:00:00,64,27,24,Warehouse
2023-01-09 01:00:00,72,21,21,Factory
2023-01-09 02:00:00,54,15,31,Store
2023-01-09 03:00:00,65,15,39,Warehouse
2023-01-09 04:00:00,11,21,26,Store
2023-01-09 05:00:00,80,26,22,Factory
2023-01-09 06:00:00,95,13,32,Store
2023-01-09 07:00:00,5,20,24,Store
2023-01-09 08:00:00,82,22,23,Store
2023-01-09 09:00:00,14,20,22,Factory
2023-01-09 10:00:00,38,18,15,Store
2023-01-09 11:00:00,93,24,20,Factory
2023-01-09 12:00:00,65,19,21,Factory
2023-01-09 13:00:00,40,22,23,Factory
2023-01-09 14:00:00,31,17,19,Store
2023-01-09 15:00:00,80,17,14,Store
2023-01-09 16:00:00,85,14,32,Factory
2023-01-09 17:00:00,67,22,21,Store
2023-01-09 18:00:00,40,22,21,Factory
2023-01-09 19:00:00,77,12,18,Store
2023-01-09 20:00:00,52,10,19,Factory
2023-01-09 21:00:00,29,19,36,Warehouse
2023-01-09 22:00:00,14,19,16,Store
2023-01-09 23:00:00,88,16,18,Store
2023-01-10 00:00:00,82,15,24,Factory
2023-01-10 01:00:00,71,16,29,Warehouse
2023-01-10 02:00:00,92,15,24,Factory
2023-01-10 03:00:00,80,25,18,Store
2023-01-10 04:00:00,54,16,27,Warehouse
2023-01-10 05:00:00,45,18,22,Store
2023-01-10 06:00:00,88,25,19,Store
2023-01-10 07:00:00,11,25,26,Store
2023-01-10 08:00:00,52,16,22,Warehouse
2023-01-10 09:00:00,71,22,15,Factory
2023-01-10 10:00:00,58,21,24,Warehouse
2023-01-10 11:00:00,81,19,21,Warehouse
2023-01-10 12:00:00,37,12,24,Factory
2023-01-10 13:00:00,16,20,24,Factory
2023-01-10 14:00:00,41,25,26,Factory
2023-01-10 15:00:00,42,24,28,Warehouse
2023-01-10 16:00:00,92,16,20,Store
2023-01-10 17:00:00,68,22,18,Factory
2023-01-10 18:00:00,93,21,16,Factory
2023-01-10 19:00:00,88,22,29,Warehouse
2023-01-10 20:00:00,73,15,24,Store
2023-01-10 21:00:00,38,18,25,Store
2023-01-10 22:00:00,60,17,22,Factory
2023-01-10 23:00:00,11,18,19,Factory
2023-01-11 00:00:00,94,24,18,Warehouse
2023-01-11 01:00:00,38,22,26,Store
2023-01-11 02:00:00,52,15,23,Warehouse
2023-01-11 03:00:00,27,17,20,Warehouse
2023-01-11 04:00:00,68,16,21,Factory
2023-01-11 05:00:00,89,17,26,Factory
2023-01-11 06:00:00,55,24,25,Warehouse
2023-01-11 07:00:00,98,21,23,Warehouse
2023-01-11 08:00:00,33,21,24,Factory
2023-01-11 09:00:00,3,22,18,Factory
2023-01-11 10:00:00,82,19,29,Store
2023-01-11 11:00:00,4,18,26,Store
2023-01-11 12:00:00,3,27,22,Factory
2023-01-11 13:00:00,3,16,20,Store
2023-01-11 14:00:00,67,19,24,Factory
2023-01-11 15:00:00,42,20,25,Store
2023-01-11 16:00:00,32,24,27,Warehouse
2023-01-11 17:00:00,76,16,15,Store
2023-01-11 18:00:00,69,25,19,Warehouse
2023-01-11 19:00:00,64,18,22,Factory
2023-01-11 20:00:00,93,21,22,Store
2023-01-11 21:00:00,10,21,17,Factory
2023-01-11 22:00:00,63,22,16,Store
2023-01-11 23:00:00,86,18,22,Store
2023-01-12 00:00:00,56,21,25,Factory
2023-01-12 01:00:00,91,18,18,Store
2023-01-12 02:00:00,90,26,15,Store
2023-01-12 03:00:00,52,28,20,Warehouse
2023-01-12 04:00:00,84,20,20,Store
2023-01-12 05:00:00,53,17,23,Factory
2023-01-12 06:00:00,96,15,18,Store
2023-01-12 07:00:00,13,17,28,Store
2023-01-12 08:00:00,96,13,16,Store
2023-01-12 09:00:00,15,17,20,Warehouse
2023-01-12 10:00:00,93,19,27,Factory
2023-01-12 11:00:00,9,20,25,Warehouse
2023-01-12 12:00:00,73,16,21,Warehouse
2023-01-12 13:00:00,51,22,20,Factory
2023-01-12 14:00:00,86,16,24,Store
2023-01-12 15:00:00,82,14,23,Warehouse
2023-01-12 16:00:00,79,21,18,Warehouse
2023-01-12 17:00:00,6,17,17,Store
2023-01-12 18:00:00,77,19,23,Store
2023-01-12 19:00:00,47,22,23,Store
2023-01-12 20:00:00,72,22,18,Store
2023-01-12 21:00:00,38,27,18,Warehouse
2023-01-12 22:00:00,85,19,21,Store
2023-01-12 23:00:00,64,23,24,Store
2023-01-13 00:00:00,11,17,16,Warehouse
2023-01-13 01:00:00,31,18,19,Factory
2023-01-13 02:00:00,28,21,21,Factory
2023-01-13 03:00:00,7,22,19,Store
2023-01-13 04:00:00,77,19,20,Store
2023-01-13 05:00:00,85,16,22,Factory
2023-01-13 06:00:00,4,21,19,Warehouse
2023-01-13 07:00:00,11,22,25,Warehouse
2023-01-13 08:00:00,47,18,12,Factory
2023-01-13 09:00:00,35,25,16,Store
2023-01-13 10:00:00,80,21,17,Warehouse
2023-01-13 11:00:00,7,21,23,Warehouse
2023-01-13 12:00:00,94,24,16,Store
2023-01-13 13:00:00,35,14,24,Store
2023-01-13 14:00:00,66,29,18,Store
2023-01-13 15:00:00,77,21,22,Warehouse
2023-01-13 16:00:00,29,29,20,Factory
2023-01-13 17:00:00,88,20,34,Warehouse
2023-01-13 18:00:00,51,21,24,Factory
2023-01-13 19:00:00,92,13,24,Store
2023-01-13 20:00:00,82,34,32,Warehouse
2023-01-13 21:00:00,91,25,16,Factory
2023-01-13 22:00:00,18,17,18,Factory
2023-01-13 23:00:00,8,21,18,Store
2023-01-14 00:00:00,8,26,16,Store
2023-01-14 01:00:00,89,14,21,Store
2023-01-14 02:00:00,91,24,26,Factory
2023-01-14 03:00:00,48,16,18,Store
2023-01-14 04:00:00,56,19,29,Store
2023-01-14 05:00:00,93,13,19,Store
2023-01-14 06:00:00,60,19,20,Store
2023-01-14 07:00:00,22,21,16,Store
2023-01-14 08:00:00,13,17,21,Warehouse
2023-01-14 09:00:00,63,17,16,Store
2023-01-14 10:00:00,32,24,15,Factory
2023-01-14 11:00:00,61,11,23,Warehouse
2023-01-14 12:00:00,62,24,29,Factory
2023-01-14 13:00:00,35,16,15,Store
2023-01-14 14:00:00,97,17,21,Store
2023-01-14 15:00:00,86,17,15,Store
2023-01-14 16:00:00,19,24,25,Store
2023-01-14 17:00:00,31,13,18,Warehouse
2023-01-14 18:00:00,87,27,25,Factory
2023-01-14 19:00:00,94,27,22,Warehouse
2023-01-14 20:00:00,87,18,19,Factory
2023-01-14 21:00:00,50,25,24,Warehouse
2023-01-14 22:00:00,46,25,18,Warehouse
2023-01-14 23:00:00,21,25,13,Store
2023-01-15 00:00:00,7,28,14,Store
2023-01-15 01:00:00,74,19,22,Factory
2023-01-15 02:00:00,23,18,21,Factory
2023-01-15 03:00:00,95,26,16,Factory
2023-01-15 04:00:00,68,24,23,Warehouse
2023-01-15 05:00:00,1,23,25,Warehouse
2023-01-15 06:00:00,56,22,15,Store
2023-01-15 07:00:00,19,30,22,Factory
2023-01-15 08:00:00,58,17,22,Warehouse
2023-01-15 09:00:00,3,21,9,Warehouse
2023-01-15 10:00:00,14,23,20,Warehouse
2023-01-15 11:00:00,33,19,31,Store
2023-01-15 12:00:00,95,16,27,Factory
2023-01-15 13:00:00,61,22,29,Factory
2023-01-15 14:00:00,71,20,20,Store
2023-01-15 15:00:00,59,20,19,Store
2023-01-15 16:00:00,96,19,26,Factory
2023-01-15 17:00:00,51,15,22,Warehouse
2023-01-15 18:00:00,20,16,23,Factory
2023-01-15 19:00:00,57,24,25,Warehouse
2023-01-15 20:00:00,94,23,23,Store
2023-01-15 21:00:00,82,21,25,Warehouse
2023-01-15 22:00:00,20,26,22,Store
2023-01-15 23:00:00,80,20,26,Warehouse
2023-01-16 00:00:00,98,24,24,Factory
2023-01-16 01:00:00,15,17,16,Store
2023-01-16 02:00:00,62,14,20,Warehouse
2023-01-16 03:00:00,62,15,24,Warehouse
2023-01-16 04:00:00,95,17,12,Store
2023-01-16 05:00:00,15,20,25,Factory
2023-01-16 06:00:00,38,34,23,Factory
2023-01-16 07:00:00,25,14,23,Store
2023-01-16 08:00:00,65,21,25,Warehouse
2023-01-16 09:00:00,40,21,15,Store
2023-01-16 10:00:00,83,19,21,Factory
2023-01-16 11:00:00,22,24,27,Warehouse
2023-01-16 12:00:00,78,17,17,Warehouse
2023-01-16 13:00:00,10,19,16,Factory
2023-01-16 14:00:00,80,21,18,Factory
2023-01-16 15:00:00,56,23,17,Store
2023-01-16 16:00:00,47,16,28,Warehouse
2023-01-16 17:00:00,17,20,21,Warehouse
2023-01-16 18:00:00,5,21,24,Store
2023-01-16 19:00:00,44,25,31,Warehouse
2023-01-16 20:00:00,83,20,20,Factory
2023-01-16 21:00:00,77,25,30,Store
2023-01-16 22:00:00,31,19,26,Factory
2023-01-16 23:00:00,38,21,25,Store
2023-01-17 00:00:00,82,15,19,Store
2023-01-17 01:00:00,93,26,22,Store
2023-01-17 02:00:00,61,15,27,Store
2023-01-17 03:00:00,28,25,21,Warehouse
2023-01-17 04:00:00,82,18,18,Store
2023-01-17 05:00:00,9,25,21,Store
2023-01-17 06:00:00,61,11,24,Warehouse
2023-01-17 07:00:00,13,25,20,Warehouse
2023-01-17 08:00:00,14,23,23,Warehouse
2023-01-17 09:00:00,59,18,16,Warehouse
2023-01-17 10:00:00,90,23,21,Factory
2023-01-17 11:00:00,67,30,19,Store
2023-01-17 12:00:00,53,20,26,Store
2023-01-17 13:00:00,78,19,22,Store
2023-01-17 14:00:00,93,25,17,Warehouse
2023-01-17 15:00:00,37,17,19,Store
2023-01-17 16:00:00,7,20,30,Warehouse
2023-01-17 17:00:00,90,19,13,Factory
2023-01-17 18:00:00,78,24,28,Warehouse
2023-01-17 19:00:00,21,22,21,Store
2023-01-17 20:00:00,28,18,20,Warehouse
2023-01-17 21:00:00,53,25,19,Factory
2023-01-17 22:00:00,24,20,22,Warehouse
2023-01-17 23:00:00,5,25,23,Store
2023-01-18 00:00:00,95,20,13,Factory
2023-01-18 01:00:00,31,24,18,Warehouse
2023-01-18 02:00:00,76,19,8,Warehouse
2023-01-18 03:00:00,75,24,13,Factory
2023-01-18 04:00:00,74,15,14,Factory
2023-01-18 05:00:00,35,20,16,Store
2023-01-18 06:00:00,77,25,23,Factory
2023-01-18 07:00:00,42,16,21,Factory
2023-01-18 08:00:00,82,16,27,Warehouse
2023-01-18 09:00:00,55,16,17,Factory
2023-01-18 10:00:00,50,20,25,Factory
2023-01-18 11:00:00,51,15,25,Factory
2023-01-18 12:00:00,56,27,23,Warehouse
2023-01-18 13:00:00,93,19,22,Store
2023-01-18 14:00:00,13,20,15,Factory
2023-01-18 15:00:00,1,19,25,Factory
2023-01-18 16:00:00,94,19,15,Warehouse
2023-01-18 17:00:00,77,21,24,Store
2023-01-18 18:00:00,5,20,20,Factory
2023-01-18 19:00:00,84,30,23,Factory
2023-01-18 20:00:00,66,10,12,Factory
2023-01-18 21:00:00,81,22,21,Warehouse
2023-01-18 22:00:00,17,17,21,Factory
2023-01-18 23:00:00,42,13,25,Store
2023-01-19 00:00:00,76,16,15,Store
2023-01-19 01:00:00,22,19,16,Store
2023-01-19 02:00:00,11,13,21,Warehouse
2023-01-19 03:00:00,12,15,30,Warehouse
2023-01-19 04:00:00,82,22,15,Warehouse
2023-01-19 05:00:00,18,23,25,Warehouse
2023-01-19 06:00:00,81,24,24,Factory
2023-01-19 07:00:00,78,16,18,Factory
2023-01-19 08:00:00,85,22,26,Factory
2023-01-19 09:00:00,29,12,20,Store
2023-01-19 10:00:00,39,14,24,Store
2023-01-19 11:00:00,73,25,21,Warehouse
2023-01-19 12:00:00,64,17,32,Factory
2023-01-19 13:00:00,76,19,16,Warehouse
2023-01-19 14:00:00,10,17,17,Factory
2023-01-19 15:00:00,14,12,28,Warehouse
2023-01-19 16:00:00,55,22,23,Factory
2023-01-19 17:00:00,17,18,20,Factory
2023-01-19 18:00:00,96,18,13,Warehouse
2023-01-19 19:00:00,46,13,11,Warehouse
2023-01-19 20:00:00,63,11,17,Warehouse
2023-01-19 21:00:00,97,23,24,Factory
2023-01-19 22:00:00,66,22,22,Warehouse
2023-01-19 23:00:00,2,11,19,Store
2023-01-20 00:00:00,50,23,26,Warehouse
2023-01-20 01:00:00,70,17,24,Store
2023-01-20 02:00:00,47,19,18,Warehouse
2023-01-20 03:00:00,9,19,22,Factory
2023-01-20 04:00:00,28,17,18,Factory
2023-01-20 05:00:00,94,21,28,Warehouse
2023-01-20 06:00:00,67,18,16,Warehouse
2023-01-20 07:00:00,46,27,25,Warehouse
2023-01-20 08:00:00,85,19,24,Factory
2023-01-20 09:00:00,31,16,25,Warehouse
2023-01-20 10:00:00,93,20,21,Factory
2023-01-20 11:00:00,96,21,22,Factory
2023-01-20 12:00:00,82,22,22,Store
2023-01-20 13:00:00,96,25,24,Factory
2023-01-20 14:00:00,59,22,19,Warehouse
2023-01-20 15:00:00,3,19,19,Warehouse
2023-01-20 16:00:00,7,13,18,Factory
2023-01-20 17:00:00,77,20,17,Warehouse
2023-01-20 18:00:00,76,14,19,Warehouse
2023-01-20 19:00:00,76,18,20,Store
2023-01-20 20:00:00,14,19,25,Factory
2023-01-20 21:00:00,33,27,21,Store
2023-01-20 22:00:00,35,20,18,Warehouse
2023-01-20 23:00:00,25,20,18,Warehouse
2023-01-21 00:00:00,83,16,31,Factory
2023-01-21 01:00:00,37,25,28,Store
2023-01-21 02:00:00,79,23,22,Warehouse
2023-01-21 03:00:00,20,13,27,Factory
2023-01-21 04:00:00,82,22,21,Store
2023-01-21 05:00:00,38,16,20,Store
2023-01-21 06:00:00,46,22,23,Store
2023-01-21 07:00:00,97,22,22,Store
2023-01-21 08:00:00,1,26,25,Factory
2023-01-21 09:00:00,63,20,21,Store
2023-01-21 10:00:00,81,23,25,Factory
2023-01-21 11:00:00,55,28,19,Factory
2023-01-21 12:00:00,91,21,17,Store
2023-01-21 13:00:00,18,18,14,Store
2023-01-21 14:00:00,68,17,31,Factory
2023-01-21 15:00:00,35,24,28,Factory
2023-01-21 16:00:00,85,14,25,Factory
2023-01-21 17:00:00,38,17,15,Store
2023-01-21 18:00:00,10,23,25,Store
2023-01-21 19:00:00,36,24,23,Store
2023-01-21 20:00:00,87,22,12,Factory
2023-01-21 21:00:00,69,28,20,Factory
2023-01-21 22:00:00,14,23,21,Store
2023-01-21 23:00:00,7,14,19,Factory
2023-01-22 00:00:00,23,19,21,Factory
2023-01-22 01:00:00,39,26,28,Factory
2023-01-22 02:00:00,81,23,25,Factory
2023-01-22 03:00:00,44,19,15,Store
2023-01-22 04:00:00,68,16,31,Store
2023-01-22 05:00:00,69,22,23,Store
2023-01-22 06:00:00,82,26,18,Store
2023-01-22 07:00:00,99,24,22,Factory
2023-01-22 08:00:00,93,18,26,Factory
2023-01-22 09:00:00,63,16,23,Factory
2023-01-22 10:00:00,51,21,35,Warehouse
2023-01-22 11:00:00,66,23,22,Warehouse
2023-01-22 12:00:00,15,20,26,Store
2023-01-22 13:00:00,90,23,23,Factory
2023-01-22 14:00:00,64,26,15,Warehouse
2023-01-22 15:00:00,20,15,21,Warehouse
2023-01-22 16:00:00,1,24,21,Warehouse
2023-01-22 17:00:00,83,15,20,Store
2023-01-22 18:00:00,76,16,27,Warehouse
2023-01-22 19:00:00,79,22,17,Store
2023-01-22 20:00:00,57,20,21,Factory
2023-01-22 21:00:00,77,19,20,Warehouse
2023-01-22 22:00:00,44,17,29,Store
2023-01-22 23:00:00,67,21,26,Store
2023-01-23 00:00:00,84,20,19,Store
2023-01-23 01:00:00,97,22,25,Store
2023-01-23 02:00:00,61,24,21,Store
2023-01-23 03:00:00,72,17,22,Warehouse
2023-01-23 04:00:00,79,18,21,Factory
2023-01-23 05:00:00,48,16,25,Store
2023-01-23 06:00:00,8,22,24,Factory
2023-01-23 07:00:00,72,27,15,Warehouse
2023-01-23 08:00:00,74,31,25,Warehouse
2023-01-23 09:00:00,28,22,20,Warehouse
2023-01-23 10:00:00,52,20,23,Factory
2023-01-23 11:00:00,61,13,27,Store
2023-01-23 12:00:00,24,20,25,Store
2023-01-23 13:00:00,18,18,16,Warehouse
2023-01-23 14:00:00,64,22,18,Warehouse
2023-01-23 15:00:00,10,18,21,Store
2023-01-23 16:00:00,40,28,21,Warehouse
2023-01-23 17:00:00,71,21,20,Factory
2023-01-23 18:00:00,99,19,21,Warehouse
2023-01-23 19:00:00,88,23,27,Factory
2023-01-23 20:00:00,3,18,15,Warehouse
2023-01-23 21:00:00,97,22,23,Factory
2023-01-23 22:00:00,23,23,21,Store
2023-01-23 23:00:00,73,24,24,Factory
2023-01-24 00:00:00,74,19,33,Factory
2023-01-24 01:00:00,53,21,21,Factory
2023-01-24 02:00:00,7,20,24,Store
2023-01-24 03:00:00,95,21,23,Store
2023-01-24 04:00:00,25,19,24,Warehouse
2023-01-24 05:00:00,68,26,16,Warehouse
2023-01-24 06:00:00,13,21,19,Warehouse
2023-01-24 07:00:00,91,16,17,Warehouse
2023-01-24 08:00:00,95,16,29,Factory
2023-01-24 09:00:00,25,23,21,Factory
2023-01-24 10:00:00,66,15,19,Warehouse
2023-01-24 11:00:00,5,14,19,Store
2023-01-24 12:00:00,65,19,16,Warehouse
2023-01-24 13:00:00,76,21,17,Warehouse
2023-01-24 14:00:00,57,22,17,Warehouse
2023-01-24 15:00:00,84,20,20,Store
2023-01-24 16:00:00,93,17,18,Warehouse
2023-01-24 17:00:00,17,27,19,Store
2023-01-24 18:00:00,62,29,21,Warehouse
2023-01-24 19:00:00,73,21,21,Store
2023-01-24 20:00:00,50,27,22,Warehouse
2023-01-24 21:00:00,82,27,29,Store
2023-01-24 22:00:00,55,25,24,Factory
2023-01-24 23:00:00,64,22,22,Factory
2023-01-25 00:00:00,80,22,20,Factory
2023-01-25 01:00:00,59,21,24,Factory
2023-01-25 02:00:00,34,15,21,Store
2023-01-25 03:00:00,39,16,21,Store
2023-01-25 04:00:00,49,19,21,Store
2023-01-25 05:00:00,6,30,18,Warehouse
2023-01-25 06:00:00,64,14,27,Factory
2023-01-25 07:00:00,78,20,22,Store
2023-01-25 08:00:00,18,27,22,Store
2023-01-25 09:00:00,56,25,10,Store
2023-01-25 10:00:00,54,13,16,Warehouse
2023-01-25 11:00:00,50,14,20,Warehouse
2023-01-25 12:00:00,14,22,25,Store
2023-01-25 13:00:00,20,18,25,Factory
2023-01-25 14:00:00,58,24,21,Warehouse
2023-01-25 15:00:00,20,21,17,Warehouse
2023-01-25 16:00:00,85,20,26,Warehouse
2023-01-25 17:00:00,21,25,25,Warehouse
2023-01-25 18:00:00,7,25,22,Warehouse
2023-01-25 19:00:00,26,19,20,Store
2023-01-25 20:00:00,57,25,21,Store
2023-01-25 21:00:00,30,27,30,Store
